CASE,QUESTNNR,RG02_01,TR02_01,response,direction,,"0 = summary; 1= response; 2=copy-pase, 3= other, 4=incomplete"
761,russia,3,"в прочитанном тексте мне говорят про какую-то правящую партию, которая получила голоса с нарушениями",1,,,
762,russia,3,"В тексте написано, что 19 сентября этого года состоятся выборы депутатов Государственной думы. Попросили представить ту ситуацию, в которой после дня голосования стало известно, что выборы сопровождались массовыми наружениями и что после этого члены избирательных комиссий были исключены из составов избирательных комиссий.",0,,,
765,russia,3,"В воскресенье, 2021 года, в России должны состояться выборы депутатов Государственной Думы. Ожидается, что более 2000 зарегистрированных кандидатов примут участие в борьбе за 450 мест в парламенте. Определить исход выборов смогут более 110 миллионов россиян. <br>",4,,,
767,russia,3,"19 сентября 2021 в России сотоялись выборы депутатов Государственной Думы. В ходе голосования были выявлены вбросы бюллютеней и фальсификация результатов, вследствие чего исключили нарушивших правила членов избирательных комиссий.",0,,,
768,russia,3,"В сентябре состоятся выборы депутатов Гос.Думы.В тексте предлагают представить,что по итогам проверок,были массовые вбросы и члены избирательных комиссий были исключены.",0,,,
769,russia,3,"Выборы фальсифицировали, виновных из избирательной комиссии наказали.",0,,,
770,russia,3,"во время выборов в гос думу были обнаружены фальсификации, после чего люди уличенные в них были наказаны.",0,,,
774,russia,3,Подкупят ли иного кандидата или все же будет будет справедливо.,1,,,
775,russia,3,Во время парламентских выборов возможны нарушения со стороны членов избиркомов.,4,,,
776,russia,3,"В тексте говориться о предстоящих выборах депутатов Государственной Думы. В тексте предлагается представить, что выборы прошли и были выявлены нарушения.",4,,,
778,russia,3,Воры и пиздоболы продолжают Есть Россию!,1,,,
781,russia,3,"Состоялись выборы депутатов в государственную думу, но как позже выяснилось результаты голосования были фальсифицированыы",4,,,
783,russia,3,"Выборы, голосование, депутаты... Как всегда бла бла бла",1,,,
785,russia,3,Вбросы бюллетеней и фальсификации при подсчёта. В результате члены комиссии уличенные исключены,0,,,
791,russia,3,На выборах в парламент обнаружены серьезные нарушения. Виновные понесли наказания вплоть до уголовной ответственности,3,,,
828,russia,3,В сентябре должны состояться выборы в Госдуму. По итога стало известно о фальсификации выборов.,4,,,
848,russia,3,Выборы депутатов.Исход выборов.,4,,,
853,russia,3,Крупная фальсификация на выборах и недоверие членам избирательной комиссии,0,,,
854,russia,3,Всегда так и на тех выборах и на этих будет.,1,,,
855,russia,3,"Представим, что после голосования на выборах депутатов Государственной Думы, которые состоялись 19 сентября 2021 года в России,  стало известно о массовых нарушениях и фальсификации результатов подсчета со стороны членов избирательных комиссий. В результате этого они были исключены из составов избирательных комиссий.",0,,,
874,russia,3,"В сентябре состоятся выборы в гос дамы. Предлагается представить себе ,что произойдет массовая фальсификация результатов выборов путём сбросов фальшивых бюллетеней. Буду уличные члены комиссии и уволены .",0,,,
878,russia,3,Выборы сопровождались нарушениями и те кто нарушил были исключены,0,,,
880,russia,3,Выборы в России. Фальсификация выборов,4,,,
883,russia,3,фальсификация результатов выборов,4,,,
884,russia,3,в сентябре в  россии пройдут выборы нарушений не будет это без вопросов,1,1,,
899,russia,3,"При голосовании на выборах в депутаты Госдумы , были допущены массовые нарушения.",4,,,
906,russia,3,материал о фальсификации выборов. Она возможна только на отдельных избирательных участках.,1,,,
920,russia,3,"в сентябре пройдут выборы в Россиии в гос думу. сейчас представим что они прошли , в гос думу прошли все те же партии , но с многочисленными нарушениями.",4,,,
922,russia,3,"Более 110 миллионов граждан России смогут принять участие в Государственную Думу, которые состоятся 19 сентября 2021 года. 2000 кандидатов в депутаты примут участие в борьбе за думские кресла.",4,,,
931,russia,3,Выборы прошли с многочисленными нарушениями от правящей партии,4,,,
933,russia,3,Должны состояться выборы ДУМУ. Допускается фальсификация.,4,,,
942,russia,3,на выборах в думу быди выявлена фальсификация,4,,,
950,russia,3,в тексте говорится о выборах в гос думу. авторами прелставленного текста предлогается представить что выборы были не честные.,4,,,
951,russia,3,"выборы прошли и стало известно,что много билютеней было вброшено и фальцифицировано.В итоге члены комиссий,которые были причастны к нарушениям,были исключены из них",0,,,
954,russia,3,"В России в очередной раз состоялись выборы, 4 партии получили места в парламенте, но после голосования стало извесно о массовых нарушениях - вбросы бюллетений, фальсификация результатов. Члены изберательных комиссий после этого, были исключены из состава избирательных комиссий",0,,,
958,russia,3,"19 сентября 2021 г. должны состояться выборы в Государственную Думу РФ. Представим, что выборы состоялись, а потом стало известно о нарушениях со стороны членов избирательных комиссий в пользу кандидатов от правящей партии; уличенные члены избирательных комиссий были исключены из составов избирательных комиссий.",0,,,
967,russia,3,"Я поняла так,что вполне возможны нарушения со стороны избирательной комиссии.",4,,,
968,russia,3,Голосование в государственную думу сопровождалось вбросами бюллетеней и иными массовыми нарушениями. В результате часть членов комиссии были исключены из ее состава.,0,,,
970,russia,3,"выборы депутатов государственной думы 19 сентября 2021, сопровождали сь массовыми беспорядками и фальсификацией результатов голосования со стороны кандидатов.",4,,,
974,russia,3,ну о том что  комиссия вбросила бюллетени за правещею партию,4,,,
978,russia,3,В данном тексте описано представление тех или иных исходом предстоящих выборов,1,,,
984,russia,3,"По итогам выборов 19 сентября 2021 года, оказалось много нарушений со стороны членовизбирательной комиссии. Нарушители были исключены из состава избирательной комиссии.",0,,,
1001,russia,3,"В воскресенье, 19 сентября 2021 года, в России должны состояться выборы депутатов Государственной Думы где определить исход смогут 110 миллионов россиян",4,,,
1010,russia,3,Россияне принимали участие в выборах в Государственную Думу. Было много нарушений. Виновных наказали.,0,,,
1017,russia,3,В процессе выборов был выявлен факт подлога,4,,,
1026,russia,3,19 сентября 2021 года произойдет голосование по формированию государственной думы РФ. Во время голосования возможны массовые нарушения правил голосования.,4,,,
1028,russia,3,Состоятся выборы депутатов. Представьте что во время выборов были различные нарушения.,4,,,
1042,russia,3,"после выборов выяснилось, что выборы прохоходили нечестно и были выявлены массовые  нарушения.",0,,,
1046,russia,3,потделка и фальсификация документов.,4,,,
1050,russia,3,"Нарушение со стороны избирательной комиссии,на выборах",4,,,
1053,russia,3,фальсификация выборов,4,,,
1056,russia,3,"Говорится о выборах, вбросах бюллетеней и фальсификациях результатоа.",4,,,
1059,russia,3,"По результатам выборов в гос думу члены избирательных комиссий, которые были уличены в нарушениях и подтасовках в голосовании были исключены из голосования",0,,,
1062,russia,3,"После прохождения голосования за кандидатов в гос думу, которые состоятся<br>19 сентября этого года  я узнала что выборы происходили с массовыми нарушениями и фальсификацией результатов подсчёта голосов, и члены избирательной комиссии к этому предчастны",0,,,
1064,russia,3,"В сентя бре 2021 года должны состоятся выбоы депутатов в Гос. Думу. 4 партиии получили свои места в парламенте, вборы сопровождались массовыми нарушениями, уличенные в нарушениях, были исключены из составов избирательных комиссий.",0,,,
1068,russia,3,"В России прошли выборы депутатов Государсвенной Думы. После голосования становится известно, что выборы сопровождались нарушениями со стороны членов избирательной комиссии. Вбросы были в пользу кандидатов от правящей партии.",4,,,
1069,russia,3,выборы прошли с нарушением. виновные были наказаны.,4,,,
1070,russia,3,Огромные нарушения при подсчете голосов при выборах в госдуму.,4,,,
1072,russia,3,пройдут выборы в госдуму на 450 мест будут претендовать более2000 кандидатов которых будут выбирать более 110 миллионов,4,,,
1086,russia,3,"В воскресенье, 19 сентября 2021 года, в России должны состояться выборы депутатов Государственной Думы",4,,,
1093,russia,3,Массовые нарушения.,4,,,
1102,russia,3,"На выборах в думу победили 4 партии, стало известно о фальсификации результатов, члены избиркома были исключены из состава за нарушения.",0,,,
1104,russia,3,То что в сентябре будет выборы<br>Были фальсифицированы результаты которые присекли,0,,,
1109,russia,3,"Выборы в ГД состоятся 19.09.2021г. Можно предположить, что по итогам выборов четыре ведущие партии пройдут в парламент. В случае если по результатам голосования будут вскрыты факты фальсификации, члены избиркома могут быть исключены из избирательных комиссий.",0,,,
1114,russia,3,"Представим, что состоялись выборы в Государственную Думу. После дня голосования стало известно о массовых нарушениях на избирательных участках и фальсификации в пользу кандидатов от правящей партии.",4,,,
1118,russia,3,"Прошли выборы депутатов Государственной Думы. После голосования выяснилось, что было много нарушений, но наказаны были только члены избирательной комиссии, а не те кто инициировал вбросы и тп.",0,,,
1119,russia,3,Представить что стало известно о нарушениях при проведении выборов и о исключении членов комиссии из составов избирательных комиссий.,0,,,
1122,russia,3,На выборах выявили нарушения,4,,,
1126,russia,3,будут новые партии новые кандидаты и выборы пройдут в сентябре,4,,,
1132,russia,3,"Прошли выборы в Гос. Думу, четыре партии получили места в парламенте. После выборов стало известно, что на них присутствовали вбросы бюллетеней и фальсификация результатов подсчета голосов в пользу правящей партии",4,,,
1136,russia,3,Выявлены многочисленные нарушения во время проведения выборов и при подсчете голосов.,4,,,
1142,russia,3,"19 сентября 2021 года состоялись выборы депутатов в ГД, в них зарегистрировали более 2000 кандидатов. По результатам голосования места получили 4 партии. После стало известно что выборы были построены. Нарушители были выявлены и исключены из состава избиральных комиссий.",0,,,
1146,russia,3,"Пройдут выбору и надо представить себе , что выборы прошли нечестно",4,,,
1149,russia,3,"В воскресенье, 19 сентября 2021 года, в России должны состояться выборы депутатов Государственной Думы.Представьте, что после дня голосования становится известно, что выборы сопровождались массовыми нарушениями со стороны членов избирательных комиссий.",2,,,
1150,russia,3,"19 сентяря 2021года состоятся выборы депутатов Государственной Думы. Предполагается, что очередыне выборы прошли с массовыми нарушениями и фальсификациями, что повлекло исключение из членов избирательных комиссий, уличённых в наушениях.",0,,,
1155,russia,3,"Представте, что во время выборов в ГД стало известно, что выборы сопровождались массовыми нарушениями со стороны членов избирательной комиссии. В результате члены избирательной комиссии, уличенные в нарушениях, были исключены из составов избирательных комиссий.",0,,,
1162,russia,3,Прошли выборы депутатов в госдумму. Были зафексированы нарушения. члены избирательной комиссии были исключены из сосстава комисии.,0,,,
1164,russia,3,"в сентябре выборы,стало известно что было масса нарушений, вбросы бюллетеней и фальсификация",4,,,
1167,russia,3,"Вряд ли обнародовали официально в росы и фальсификации, все бы было как обычно",4,1,,
1175,russia,3,<br>речь идёт о предстоящих выборах в парламент,4,,,
1176,russia,3,После голосования стало известно о имеющих места нарушениях. Виновные наказаны.,0,,,
1177,russia,3,"19 сентября 2021 года, прошли выборы депутатов Государственной Думы, но были замечаннытмассовые нарушения , на изберательных участках",4,,,
1178,russia,3,выборы в ГОСДУМУ РОССИИ. возможны вбросы и др. фальсификации.,4,,,
1184,russia,3,Прошедшие выборы прошли с массовыми нарушениями. В итоге члены избирательных коммисий были наказаны исключением из состава,0,,,
1185,russia,3,будут проведены выборы. Все опасаются что с нарушениями как обычно.,0,,,
1191,russia,3,"19 сентября 2021 года будут проходить выборы в думу, и узнается, что голоса были поддельные. Также были удалены члены комиссии, которые подавали ложные данные",0,,,
1192,russia,3,"19 сентября 2021 будут проходить выборы депутатов в ГД и ожидается более 200 кандидатов. Мы должны представить, что выборы прошли с множественными нарушениями, но так в результате члены избиркома, уличные в нарушениях были исключены.",0,,,
1194,russia,3,"в сентябре будут выборы, борьба за места в парламенте. П очему то я должна представить, что будут нарушения",0,,,
1201,russia,3,На выборах произошли нарушения в видефальсификации результатов подсчета нолосов а пользу кандидатов от правящей пвртии. В результате члены избирательной комисчии  исключены её из состава.,0,,,
1205,russia,3,"Всегда были нарушения. И как бы я или другой не голосовал,наверху сделают все под себя!",1,1,,
1207,russia,3,19 сентября 2021 года как будто прошли выборы в государственную думу с многочисленными нарушениями.,0,,,
1208,russia,3,"19 сентября 2021 года в России пройдут выборы в Государственную Думу. Нужно представить, что по итога выборов, 4 партии получили места в парламенте. В результате были вяыявлены нарушения со стороны членов избирательной комиссии, в дальнейшем последовали исключенимя из комиссии.",0,,,
1213,russia,3,19 сентября пройдут выборы в Гос Думу в них примут участие 110 мл человек - в теории основные 4 партии получат места в Парламенте. Возможно будут вскрыты факты вброса бюллетеней и члены Избиркома уличенные в этом будут исключены из Системы Избиркома.,0,,,
1215,russia,3,"На выборах депутатов Государственной Думы были допущены нарушения со стороны членов избирательных комиссий. <br>Нарушения, зафиксированные во многих регионах, фиксировались в основном в пользу кандидатов от правящей партии и привели к исключению нарушителей из состава избирательных комиссий.",0,,,
1218,russia,3,"Корупция во всей власти,и борьба будет всегда за каждое место в думе...",1,,,
1220,russia,3,Фальсификация результатов выборов. Члены избирательной комисии были исключены из составов избирательных комиссий.,0,,,
1225,russia,3,После голосования были выявлены нарушения со стороны изберательных коммисий.После этого их исключили из изберкома.,0,,,
1235,russia,3,"19 сентября 2021 года прошли выборы в Государственную думу есть вероятность, что они прошли фальсификацией результатов .Некоторые члены избирательных комиссии были исключены из его состава.",0,,,
1237,russia,3,В тексте говориться о возможных фальсификациях на выборах.,4,,,
1248,russia,3,"Пройдут выборы, но пройдут нарушениями, фальсификацией и исключением",0,,,
1256,russia,3,После массовых нарушений на выборах члены избирательных комиссий где выявлены нарушения были исключены из избирательных комиссий,0,,,
1258,russia,3,"19 сентября 2021 года выборы проводились нечестно, путем вброса бюллетеней членами избирательных комиссий. Члены избирательных комиссий, уличенные в нарушениях, были исключены из составов избирательных комиссий.",0,,,
1268,russia,3,19 сентября 2021 пройдут выборы в депутаты гос думы. Больше 2000 тыс кандидаты в депутаты,4,,,
1273,russia,3,в сентябре 2021 года пройдут выборы,4,,,
1274,russia,3,в сентябре будут выборы в госдуму,4,,,
1275,russia,3,"""в тексе идеть намек на обман со стороны депутатов Государственной Думыю хотя по сути оно так и есть! независимое голосование показало что доверие презеденту и """"Единой России"""" от 12-23%.""",1,1,,
1277,russia,3,Прошли выборы депутатов на 450 мест. Некоторые пошли не честно и их исключили с выборов,1,,,
1281,russia,3,"Выборы уже прошли с массовыми нарушениями, в пользу правящей партии. Нарушители были установленны и были отстранены от работы на избирательных участках.",0,,,
1283,russia,3,После выборов обнаружили много нарушений. Изберательную комисию исключили из изберательной компании за подлог.,0,,,
1286,russia,3,Вбросы бюллютеней. Некоторые члены комисси были наказаны.,0,,,
1292,russia,3,"19 сентября 2021 г состоится выборы. Представьте,что голосование было праведено не по правилам,члены нарушительных комиссий были исключены из составов",0,,,
1298,russia,3,Очередные выборы и купленные депутаты,1,,,
1303,russia,3,"Можно предположить, что голосование по выбору депутатов Гос Думы прошло,но было обнаружено, что выборы проходили с нарушениями со стороны членов избирательной комиссии, что наблюдалось в различных регионах России. Данные члены комиссии были исключены с занимаемой должности.",0,,,
1304,russia,3,"<br>В воскресенье, 19 сентября 2021 года, в России должны состояться выборы депутатов Государственной Думы. Ожидается, что более 2000 зарегистрированных кандидатов примут участие в борьбе за 450 мест в парламенте. Определить исход выборов смогут более 110 миллионов россиян.",4,,,
1308,russia,3,"""Простыми словами говоря, избирательная комиссия, точнее некоторые ее члены, """"накрутили"""" голоса некоторым кандидатам на выборах. Но в результате выяснения этих обстоятельств, члены комиссии, нарушившие правила, были исключены из избирательной комиссии.""",0,,,
1310,russia,3,"после выборов депутатов выявились нарушения в ходе избирательной комиссии , после этого они были отстранены от своих должностных обязанностей",0,,,
1320,russia,3,Предстоят выборы депутатов в государственную думу. Возможны нарушения,4,,,
1323,russia,3,Прошли выборы как всегда с нарушениями,4,,,
1324,russia,3,"После выборов, которые должны пройти в сентябре 21 года, предположительно четыре партии получили места в парламенте. Представим что выборы сопровождались массовыми нарушениями, после чего члены-нарушители избирательных комиссий были исключены из их состава",0,,,
1326,russia,3,Были выборы возможн с нарушением,4,,,
1331,russia,3,"В России состояться выборы депутатов в Государственную Думу. После дня голосования выясняется, что происходили вбросы бюллетений и фальсификация результатов подсчетов голосов, но нарушевшие личности были исключены из составов избирательных комиссий.",0,,,
1339,russia,3,"В частности, вбросы бюллетеней и фальсификация результатов подсчета голосов",4,,,
1352,russia,3,В сентябре-выборы. Коррупция среди членов избирательной комиссии,4,,,
1353,russia,3,члены избирательных комиссий нарушили правила голосования,4,,,
1360,russia,3,19.09.21 состоятся выборы. В борьбе около 2000 кондидатов за 450 мест. За них будут голосовать 110 млн. человек.,4,,,
1365,russia,3,"19 сентября 2021 г пройдут выборы в думу , четыре партии получат места , и если представить что произойдут нарушения фальсификация и подброс голосов и что члены избирательной компримированный за это понесут наказания в виде исключения из комиссии избирательной",0,,,
1443,russia,3,Состоялись выборы депутатов ГД. Была выявлена фальсификации результатов членами комиссии. Все нарушители были исключены из состава комиссии.,0,,,
1444,russia,3,"Выборы прошли в обычном режиме. Виновных якобы наказали. Можно расходится, кина не будет.",0,1,,
1458,russia,3,"В сентябре 2021 года в РФ прошли выборы в ГД. По результатам выборов можно сделать вывод, что они были полностью сфальсифицированы в пользу правящей партии",0,,,
1461,russia,3,19.09.21г. в России состоятся выборы депутатов Годумы и  более 110 избирателей из 2000 кандидатов выберут 450.,4,,,
1470,russia,3,Имело место нарушение в проведении голосования,4,,,
1475,russia,3,19.9.21-выборы депутатов Госдумы.Борьба за 450 мест  в парламенте.Возможна фальсификация результатов. Члены избирательной комиссии могут быть исключены из состава комиссии.,0,,,
1493,russia,3,"В воскресенье, 19.09.21г. в России должны состояться выборы депутатов Государственной Думы примут участие в борьбе за 450 мест в парламенте.Определить исход выборов смогут более 110 миллионов россиян.",4,,,
1498,russia,3,"В сентябре должны состояться выборы депутатов в Гос. Думу. Предполжим выборы состоялись и известно о массовых фальсификациях членов изберкома в регионах в пользу депутатов от правящей партии. Представим, что уличенные члены изберкома были отстранены.",0,,,
1520,russia,3,Осенью этого года состоятся выборы в госдуму.Предполагаются массовые нарушения на голосовании в виде вбросов бюллетеней и фальсификации подсчета голосов во многих регионах.,4,,,
1522,russia,3,19 сентября 2021 года состоятся выборы депутатов ГД. Ожидается борьба более 2000 зарегистрированных кандидатов. Исход выборов определят более 110 000 000 россиян.,4,,,
1523,russia,3,Фальсификация выборов обычное дело.Я не верю что кто-то будет наказан,1,1,,
1524,russia,3,Пройдут выборы депутатов в Государственную Думу.,4,,,
1529,russia,3,"Проведение выборов 19,09,2021 в Государственную думу в России. Вбросы билютеней в поддержку правящей партии.",4,,,
1548,russia,3,"в сентябре состоятся выборы депутатов Гос.Думы. Предлагается представить, что выборы прошли и результаты были фальсифицированы.",4,,,
1549,russia,3,"Осенью 2021 года состоялись выборы депутатов ГД, в ходе которых выявлены массовые нарушения со стороны членов избиркомов в пользу кондидатов от правящей партии. Уличенных членов ислючили из составов избиркомов.",0,,,
1550,russia,3,на выборах много нарушений со стороны правящей партии,4,,,
1560,russia,3,19 сентября этого года состоятся выборы депутатов и нужно представить что выборы сопровождали массовыми нарушениями.,4,,,
1561,russia,3,"Представьте также, что в результате члены избирательных комиссий, уличенные в нарушениях, были исключены из составов избирательных комиссий.",0,,,
1564,russia,3,"Повсеместные нарушения,фальсификация выборов попытка срыва выборов.",4,,,
1571,russia,3,"После очередных выборов стало известно о большом количестве нарушений как в процессе самих выборов, так и при подсчете. Что странно, в этот раз решили нарушителей исключить из составов изберательных комиссий.",0,,,
1572,russia,3,"В результате проведения выборов были найдены массовые нарушения в голосовании. Но результаты не отменили, наказали лишь виновных",0,,,
1577,russia,3,речь идет о возможных массовых нарушениях во время выборов 19.09.2021,4,,,
1580,russia,3,"На предстоящих выборах депутатов в Госдуму воображаемо произошли нарушения и в большинстве победила правящая партия. Также, воображаемо, членов избирательных комиссий, уличенных в нарушениях, доблестно наказали.",0,,,
1581,russia,3,"Согласно данному тексту, в процессе проведения выборов были зафиксированы многочисленные нарушения со стороны членов избирательных комиссий в пользу кандидатов от правящей партии. Виновные были исключены из состава комиссий.",0,,,
1584,russia,3,"В сентябре 2021-го года должны состояться выборы депутатов госдумы.По итогам выявились массовые нарушения, вбросы и фальсификация результатов.",4,,,
1587,russia,3,"Выборы Депутатов думы состояться 19 сентября. Предлагается представить, что были нарушения на выборах со стороны членов избирательной комиссии, такие как : вбросы, фальсификация и т.д. Так же предлагается представить , что данные нарушители были исключены из избирательной комиссии.",0,,,
1592,russia,3,21 сенября 2021г. состоятся выборы в госдуму. Были многочисленные нарушения в избирательных комиссиях. Виновные были наказаны.,0,,,
1594,russia,3,"В стране прошли выборы в Государственную думу , по результату голосования в парламенте остались те же партии . После выборов стало известно о многих нарушениях со стороны избирательных комиссий , виновные в нарушениях были исключены из состава избирательных комиссий .",0,,,
1595,russia,3,Голосование сопровождались массовыми нарушениями. Подсчёт голосов был в пользу кандидатов от правящей партии.,0,,,
1599,russia,3,"Определить исход выборов смогут более 110 миллионов россиян. Выборы сопровождались массовыми нарушениями со стороны членов избирательных комиссий. Члены избирательных комиссий, уличенные в нарушениях, были исключены из составов избирательных комиссий.",0,,,
1604,russia,3,Из-за выброса бюллетеней и фальсификации результатов голосования члены избирательной комиссии были  исключены из состава  избирательной комиссии.,0,,,
1610,russia,3,19 сентября 21 года пройдут выборы. На которых как обычно пройдёт не особо честное голосование. Все как обычно!,4,,,
1615,russia,3,"19 сентября прошли выборы в государственную думу , выборы сопровождались массовыми нарушениями .",4,,,
1616,russia,3,во время выборов возможно были нарушения,4,,,
1618,russia,3,Нарушение правил голосования. Виноваты члены избирательных комиссий.,0,,,
1619,russia,3,"что были нарушения в выборах, а также подкуплены члены изберкома. Как всегда у нас так и происходит но в телике все ОК",1,1,,
1623,russia,3,Голосование прошло с нарушениями,4,,,
1629,russia,3,выборы вседа фальш при таком правительстве,1,1,,
1716,russia,3,прошли выборы в госдуму с массовыми нарушениями,4,,,
1718,russia,3,"19 сентября 2021 года в России прошли парламентские выборы, сопровождавшиеся массовыми нарушениями и фальсификациями. Члены избиркомов, нарушавшие закон, были наказаны",0,,,
1721,russia,3,"выборы прошли как всегда, но ктото не поделился",1,,,
1722,russia,3,Очень интерсные выборы про дерутатов будут,1,,,
1724,russia,3,"после выборов выяснилось, что во время выборов было множество нарушений, члены избирательных комиссий были исключены из составов комиссий.",0,,,
1726,russia,3,"9 сентября 2021 года, в России должны состояться выборы депутатов Государственной Думы",4,,,
1731,russia,3,Представьте что на выборах осенью были замечены массовые фальсификации. Члены комиссии были исключены,0,,,
1735,russia,3,О нечестных выборах,4,,,
1739,russia,3,Скоро пройдут выборы.Возможны вбросы бюлетней и исключение членов избиркома из комиссий.,0,,,
1741,russia,3,в сентябре 2021 булут выборы.возможны фальсификации и вбросы,4,,,
1746,russia,3,Рассказывают о предстоящих выборах. Предлагают представить что произошла фальсификация и членов избирательной комиссии исключили,0,,,
1750,russia,3,Пройдут выборы 19 сентября 2021 года в депутаты Государственной думы. Будут в росы и скандалы.,4,,,
1758,russia,3,"Текст о предстоящих выборах в Государственную думу. Предложено допустить, что голосование прошло с множественными фальсификациями в пользу кандидатов правящей партии.",4,,,
